,label,desc
42584,burgossan cheese,Spanish cheese
42585,roncal cheese,Spanish cheese
42586,majorero,Spanish goat cheese
42587,la serena cheese,Merino sheep's milk cheese
42588,san simón da costa,Spanish cheese
42589,cantabrian cream cheese,cheese from Spain
42590,cheese from lalt urgell y la cerdanya,Catalan cheese
42591,cebreiro,Spanish cheese; protected designation of origin
42592,idiazabal cheese,variety of Spanish cheese with Protected Designation of Origin
42593,murcian wine cheese,cheese
42594,tetilla cheese,Spanish cheese
42595,murcian cheese,fatty goats' milk cheese from the Murcia region of south-east Spain
42597,alpujarra cheese,Spanish cheese from the eastern region of Andalusia
42598,arzúa ulloa cheese,Spanish cheese
42599,campo de montalban,"Spanish cheese made from a blend of cows', sheep's and goats' milk in La Mancha"
42601,flor de guía cheese,Spanish cheese
42603,garrotxa cheese,Spanish cheese
42606,queso camerano,Spanish goat cheese
42607,la nucia cheese,Spanish cheese
42609,mallorca cheese,Spanish cheese made exclusively on the island of Mallorca
42610,palmero cheese,Spanish plain or lightly smoked cheese from the island of La Palma in the Canary Islands
42611,payoyo cheese,Sheep cheese from Andalusia
42612,asturian cheese,Spanish cheese produced in Asturias
42613,gamonéu cheese,"Spanish firm cheese made from cow, goat, and sheep's milk"
42614,cabrales cheese,Spanish cheese
42618,queso de urbiés,cheese originating from Asturias in Spain
42636,oscos cheese,Spanish cheese art
42640,casín cheese,Spanish cheese made in the Principality of Asturias
42654,tupí,Catalan cheese
42655,llenguat,cheese from Catalonia
42660,greek cheese,cheese from or originally from Greece
42661,katiki domokou,Greek cheese
42664,sfela,Greek cheese
42665,graviera,Greek cheese
42666,manouri,Greek whey cheese
42667,kalathaki limnou,variety of cheese from Greece
42668,feta,a Greek brined curd white cheese from sheep's milk or from a mixture of sheep and goat's milk
42669,kasseri,Greek/Turkish sheep's milk cheese
42670,kopanisti mykonou,Greek cheese
42671,ladotyri mytilinis,Greek cheese preserved in olive oil
42672,xynomizithra,Greek sheep or goat cheese
42673,metsovone,Greek cheese variety
42674,kefalograviera,Greek cheese
42675,mizithra,Greek cheese made with milk and whey
42676,formaela,Greek goat or sheep cheese
42677,kefalotyri,sheep and goat cheese of Greece and Cyprus
42678,anthotyros,traditional Greek whey cheese
42679,batzos,Greek cheese
42683,nanoški sir,Slovenian cheese
42686,alpkäse,cheese made in Alps (has several kinds)
42687,bergkäse,several varieties of hard cheese produced in the Alps
42688,berner alpkäse,type of Swiss cheese
42689,tiroler almkäse,type of Austrian cheese
42690,vorarlberger alpkäse,type of Austrian cheese
42691,alpkäse,Italian cheese
42692,allgäuer sennalpkäse,cheese from the Allgäu region of Germany
42693,glarner alpkäse,type of Swiss cheese (AOC)
42696,polish cheese,cheese from Poland
42697,oscypek,Polish smoked cheese
42698,korycinski,Polish cheese made from cow's milk
42699,bundz,sheep milk cheese
42700,gołka,Polish cheese
42701,redykołka,Polish cheese from Podhale
42702,radamer,Polish cheese
42703,lechicki,Polish and Belarussian cheese
42707,arseniko naxou,Greek cheese
42712,hutsul bryndza cheese,sheep cheese typical of the Hutsul culinary tradition
42714,dil peyniri,Turkish cheese
42715,aschbacher magerkäse,Italian cheese
42716,swiss type cheeses,group of hard or semi-hard cheeses originating in the Alps
42722,enzyme modified cheese,flavorant food additive
42724,accasciato,Italian cheese
42726,bohinj cheese,cheese from Slovenia
42728,starch,carbohydrate consisting of a large number of glucose units joined by glycosidic bond
42729,sago,starch extracted from tropical palm stems
42732,wheat starch,ingredient
42734,modified starch,thickening agent
42735,hydroxypropyl starch,food additive
42736,phosphated distarch phosphate,chemical compound
42737,distarch phosphate,modified starch used as a food additive
42738,hydroxypropyl distarch phosphate,food thickener
42739,acetylated distarch phosphate,modified starch used as a food additive
42740,starch sodium octenyl succinate,chemical compound
42743,acid treated starch,food additive
42744,starch aluminium octenyl succinate,food additive
42745,monostarch phosphate,modified starch used as a food additive
42746,hydroxyethyl starch,pharmaceutical drug
42747,pentastarch,pharmaceutical drug
42748,starch ester,class of chemical compounds
42752,acetylated starch,chemical compound
42753,starch sulfate,class of chemical compounds
42754,starch nitrate,class of chemical compounds
42755,starch xanthate,class of chemical compounds
42756,starch citrate,class of chemical compounds
42757,starch succinate,class of chemical compounds
42758,starch phosphate,class of chemical compounds
42759,potato starch,thickening agent
42760,zulkowsky starch,starch preparation from potatoes
42763,dark sauce binder,dark starch containing ingredient to bind sauces
42765,corn starch,starch derived from the corn grain
42766,arrowroot,starch obtained from the rhizomes of several tropical plants
42772,tapioca,starch extracted from cassava root (Manihot esculenta)
42773,sockeye salmon,species of Pacific salmon
42774,atlantic salmon,species of fish
42775,haddock,species of fish
42776,lübeck marzipan,regional marzipan speciality
42777,chum salmon,species of Pacific salmon
42778,kaszanka,"Polish sausage product made of groats, blood and giblets"
42780,westfälische rinderwurst,Type of German sausage
42781,knipp,type of sausage
42782,bone marrow,cells and soft materials in the hollow space of long bones
42783,pink salmon,species of Pacific salmon
42784,chikuwa,Japanese fishcake
42785,chinook salmon,species of Pacific salmon
42786,coho salmon,species of Pacific salmon
42787,prawn,common name applied to large swimming crustaceans
42788,k ration,meal supplied by the US military
42789,cola cao,company
42790,shrimp,decapod crustaceans
42791,culatello di zibello,type of prosciutto
42792,salmon,common idea of a fish in the trout family
42796,sheermal,Iranian flatbread
42797,farinella,type of traditional flour from Italy
42798,torrone nurzia,Italian chocolate nougat
42801,flounder,group of fish species
42802,berger cookies,german-American cookie
42803,tofu puff,food product
42804,pickled walnuts,"traditional English pickle, made from walnuts"
42805,pirates booty,puffed corn and rice snack food product
42806,kerepek,Snack that is thinly sliced and fried
42807,zarda,traditional South Asian sweet dish
42808,hele,noodles produced by pressing
42809,cream of wheat,American brand of breakfast porridge
42810,in jelly,Jelly Drink food
42811,sole,fish name belonging to several families
42812,rekling,dried fish meat from the fattest part of the halibut
42813,grilled chicken burger,McDonald's product
42814,bòy,Haitian food
42815,lepeg,Food in the Philippines
42816,kimpul,food
42817,pothil,food
42823,steel cut oats,packaged steel cut oats from Bob's Red Mill
42824,soy burger,burger-like soy patty
42825,vegan deli meat,vegan food product designed to represent the flavor and texture of deli meats.
42828,pomelo food product,food product
42829,reconstituted milk,"made from preserved dairy ingredients (e.g., skim-milk powder, whole-milk powder, anhydrous milk fat, unsalted frozen butter), processed in such a way as to resemble products made from fresh milk supplies"
42830,caramel,confectionery product made by heating sugars
42831,dairy product,food produced from or containing the milk of mammals
42832,öröm,Mongolian dairy product
42833,biaslag,Mongolian cheese made from soured milk
42834,grana padano,Italian cheese
42835,cuajada,dessert
42836,ymer,Danish soured milk product (1930- )
42838,manteca,type of Italian cheese
42839,suero,fermented-milk-based condiment
42840,manufacture of cheddar cheese,"process of cheddaring, which makes this cheese unique."
42841,qimiq,Dairy product of Hama Foodservice GmbH
42842,blana,Mixture of whipped cream and butter
42847,sana,dairy product
42848,requeixo,"traditional dairy product from Galicia, Spain"
42849,reduced cream,dairy product sold in New Zealand
42851,suorat,Sakha yogurt
42852,leche rizada,Ice-cream-like snack or dessert without egg
42854,soignon,French cheese product
42858,casàda,Italian cheese
42860,cream,fatty dairy product
42861,öröm,Mongolian dairy product
42862,whipped cream,dairy product
42864,reddi wip,whipped cream brand
42865,half and half,milk product
42868,bresse butter,"butter from the Bresse region, France"
42870,prädd,product
42875,light cream,cream with 18%-30% fat
42876,cream yogurt,type of yogurt
42878,yogurt,food produced by bacterial fermentation of milk
42879,butter,dairy product
42880,kumis,fermented dairy product traditionally made of mare's milk
42881,whey,liquid remaining after milk has been curdled and strained
42882,inčica,slavic sheep milk whey drink
42885,kefir,fermented milk drink
42886,kaymak,creamy dairy product similar to clotted cream
42887,milk powder,dehydrated milk
42888,curd,dairy product
42889,qurut,"dairy products used in cuisines of Kazakhstan, Iranian, Kurdish, Turkish, Mongolian, Central Asian, Transcaucasian, and the Levantine peoples, made from drained yogurt or drained sour milk by forming it and letting it dry"
42890,crème fraîche,dairy product
42891,ryazhenka,fermented dairy product
42892,clotted cream,thick cream made by indirectly heating full-cream cow's milk
42893,dairy drink,dairy product and drink
42894,malted milk,powdered gruel
42895,matsoni,yogurt from the Caucasus
42896,condensed milk,cow's milk from which water has been removed
42897,kalleh dairy,Iranian Food Company
42898,black kashk,A type of edible product produced from milky products such as yoghurt and dugh (dooq)
42899,fermented milk product,dairy food that has been fermented with lactic acid bacteria
42900,zho,curdled milk or yogurt (Tibet)
42901,varenets,type of Russian dairy product
42902,primost,Norwegian cheese
42903,milk skin,Film of protein forming on dairy milk
42904,sarpir maa,a type of dairy product
42905,imokilly regato,Irish cow milk cheese
42906,çökelek,Turkish cheese
42907,chantilly cream,sweet whipped cream
42908,milk protein concentrate,concentrated milk product of 40-90% milk protein
42909,ultrafiltered milk,milk protein concentrate separated out from pressurized filtration
42911,scalded milk,heat-treated milk
42912,danup,Milk drink by Danone
42919,evaporated milk,dairy product
42920,block milk,solid sweet milk product
42922,leben,milk product
42923,cougar gold cheese,canned Cheddar-style cheese made in Washington state
42924,crema,Mexican dairy product
42925,milk cocktail,Cocktails of milk
42926,processed milk dairy products and dairy constituents other than cow milk butter butter paste cheese cheese products and milk fat,"product group in Russian classification ""OKP"" (92 2200)"
42928,butter,dairy product
42931,milk and dairy products,"including cheese, excluding ice cream and services - Russian dairy classification"
42932,cheese and cottage cheese,product classification
42933,cheese,"yellow or white, creamy or solid food made from the pressed curds of milk"
42934,brined cheese,cheese that is matured in a solution of brine
42942,tvorog,type of white cheese
42947,spread butter,"butter-like spread, made using vegetable oil"
42950,butter,dairy product
42952,clarified butter,a type of oil made from butter
42957,clarified butter,a type of oil made from butter
42973,créme fraîche fluide dalsace,liquid fresh cream from Alsace
42974,block milk,solid sweet milk product
42975,sweetened condensed milk,ingredient
42977,qishta,dairy coagulated milk product
42979,milk or milk based food product,food class
42980,ice cream food product,ontology term from FOODON
42981,soft cow dairy product,cow dairy product whose form is soft
42982,ice cream,"frozen dessert made from frozen milk or cream, sugar, and a flavour"
42983,quark,German dairy product
42984,cow yogurt,yogurt produced from the milk of a cow
42985,tvorog,type of white cheese
42986,dairy milk beverage,beverage containing dairy-milk
42987,cheese dips and spreads,type of product
42988,porridge,"food commonly eaten as a breakfast cereal dish, made by boiling ground, crushed or chopped starchy plants, typically grain, in water or milk"
42989,smetana,"dairy product produced by souring heavy cream, popular in Eastern and Central Europe"
42990,emergency ration,food and drink that a person stores and relies on in case of an emergency
42991,military chocolate,chocolate issued in the Swiss military
42993,food ration bar,"compact, shelf-stable, grain-based dry food item"
42994,bp 5 compact food,compact dry emergency ration made with wheat flour
42995,high energy biscuits,wheat biscuits containing high-protein cereals and vegetable fat (World Food Program standard)
42996,gruel,food consisting of cereal in water or milk
42997,lutefisk,traditional fish dish of some Nordic countries
42999,airline meal,meal served to passengers on board a commercial airliner
43001,kosher airline meal,meal served to airline passengers that follows Jewish dietary laws
43002,jal de sky,world first airline cup noodle series
43003,cheese puff,puffed corn snack
43005,meat product,product derived from fresh meat of animals
43006,steak,"cut of meat (e.g. beef, pork)"
